absolute_contraction,arm,checkpoint,epsilon,layer,model,module,probe_name,relative_functional_contraction_module,source_name,source_protocol,state_rank_base,state_rank_current,state_rank_delta,source_key,artifact_probe_name,sample_count,sample_ids_sha256,source_path,module_set
0.0,,40,0.025,18,,self_attn.v_proj,E_AIME24,0.0,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,471.0,471.0,0.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
1.0,,40,0.05,18,,self_attn.v_proj,E_AIME24,0.0029411764705882353,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,340.0,339.0,-1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
1.0,,40,0.1,18,,self_attn.v_proj,E_AIME24,0.004784688995215311,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,209.0,208.0,-1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-3.0,,40,0.01,18,,self_attn.o_proj,E_AIME24,-0.0026642984014209592,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1126.0,1129.0,3.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-3.0,,40,0.025,18,,self_attn.o_proj,E_AIME24,-0.0036809815950920245,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,815.0,818.0,3.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-3.0,,40,0.05,18,,self_attn.o_proj,E_AIME24,-0.005136986301369863,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,584.0,587.0,3.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-3.0,,40,0.1,18,,self_attn.o_proj,E_AIME24,-0.008130081300813009,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,369.0,372.0,3.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
0.0,,40,0.01,18,,mlp.gate_proj,E_AIME24,0.0,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1286.0,1286.0,0.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
0.0,,40,0.025,18,,mlp.gate_proj,E_AIME24,0.0,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,889.0,889.0,0.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
1.0,,40,0.05,18,,mlp.gate_proj,E_AIME24,0.0017064846416382253,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,586.0,585.0,-1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
1.0,,40,0.1,18,,mlp.gate_proj,E_AIME24,0.003236245954692557,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,309.0,308.0,-1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-1.0,,40,0.01,18,,mlp.up_proj,E_AIME24,-0.000649772579597141,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1539.0,1540.0,1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-1.0,,40,0.025,18,,mlp.up_proj,E_AIME24,-0.000856898029134533,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1167.0,1168.0,1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-1.0,,40,0.05,18,,mlp.up_proj,E_AIME24,-0.0011587485515643105,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,863.0,864.0,1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-1.0,,40,0.1,18,,mlp.up_proj,E_AIME24,-0.0017985611510791368,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,556.0,557.0,1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-2.0,,40,0.01,18,,mlp.down_proj,E_AIME24,-0.0011337868480725624,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1764.0,1766.0,2.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-3.0,,40,0.025,18,,mlp.down_proj,E_AIME24,-0.002117148906139732,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1417.0,1420.0,3.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-2.0,,40,0.05,18,,mlp.down_proj,E_AIME24,-0.0017905102954341987,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1117.0,1119.0,2.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-2.0,,40,0.1,18,,mlp.down_proj,E_AIME24,-0.0025157232704402514,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,795.0,797.0,2.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
2.0,,80,0.01,18,,self_attn.v_proj,E_AIME24,0.0031645569620253164,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,632.0,630.0,-2.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
2.0,,80,0.025,18,,self_attn.v_proj,E_AIME24,0.004246284501061571,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,471.0,469.0,-2.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
2.0,,80,0.05,18,,self_attn.v_proj,E_AIME24,0.0058823529411764705,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,340.0,338.0,-2.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
2.0,,80,0.1,18,,self_attn.v_proj,E_AIME24,0.009569377990430622,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,209.0,207.0,-2.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
0.0,,80,0.01,18,,self_attn.o_proj,E_AIME24,0.0,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1126.0,1126.0,0.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
0.0,,80,0.025,18,,self_attn.o_proj,E_AIME24,0.0,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,815.0,815.0,0.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-1.0,,80,0.05,18,,self_attn.o_proj,E_AIME24,-0.0017123287671232876,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,584.0,585.0,1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-1.0,,80,0.1,18,,self_attn.o_proj,E_AIME24,-0.0027100271002710027,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,369.0,370.0,1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
1.0,,80,0.01,18,,mlp.gate_proj,E_AIME24,0.0007776049766718507,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1286.0,1285.0,-1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
1.0,,80,0.025,18,,mlp.gate_proj,E_AIME24,0.0011248593925759281,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,889.0,888.0,-1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
2.0,,80,0.05,18,,mlp.gate_proj,E_AIME24,0.0034129692832764505,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,586.0,584.0,-2.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
1.0,,80,0.1,18,,mlp.gate_proj,E_AIME24,0.003236245954692557,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,309.0,308.0,-1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-1.0,,80,0.01,18,,mlp.up_proj,E_AIME24,-0.000649772579597141,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1539.0,1540.0,1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-1.0,,80,0.025,18,,mlp.up_proj,E_AIME24,-0.000856898029134533,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1167.0,1168.0,1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
0.0,,80,0.05,18,,mlp.up_proj,E_AIME24,0.0,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,863.0,863.0,0.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-1.0,,80,0.1,18,,mlp.up_proj,E_AIME24,-0.0017985611510791368,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,556.0,557.0,1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-2.0,,80,0.01,18,,mlp.down_proj,E_AIME24,-0.0011337868480725624,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1764.0,1766.0,2.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-2.0,,80,0.025,18,,mlp.down_proj,E_AIME24,-0.0014114326040931546,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1417.0,1419.0,2.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-1.0,,80,0.05,18,,mlp.down_proj,E_AIME24,-0.0008952551477170994,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1117.0,1118.0,1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
-1.0,,80,0.1,18,,mlp.down_proj,E_AIME24,-0.0012578616352201257,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,795.0,796.0,1.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
7.0,,160,0.01,18,,self_attn.v_proj,E_AIME24,0.011075949367088608,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,632.0,625.0,-7.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
7.0,,160,0.025,18,,self_attn.v_proj,E_AIME24,0.014861995753715499,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,471.0,464.0,-7.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
7.0,,160,0.05,18,,self_attn.v_proj,E_AIME24,0.020588235294117647,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,340.0,333.0,-7.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
6.0,,160,0.1,18,,self_attn.v_proj,E_AIME24,0.028708133971291867,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,209.0,203.0,-6.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
8.0,,160,0.01,18,,self_attn.o_proj,E_AIME24,0.007104795737122558,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1126.0,1118.0,-8.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
8.0,,160,0.025,18,,self_attn.o_proj,E_AIME24,0.0098159509202454,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,815.0,807.0,-8.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
7.0,,160,0.05,18,,self_attn.o_proj,E_AIME24,0.011986301369863013,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,584.0,577.0,-7.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
5.0,,160,0.1,18,,self_attn.o_proj,E_AIME24,0.013550135501355014,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,369.0,364.0,-5.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
10.0,,160,0.01,18,,mlp.gate_proj,E_AIME24,0.007776049766718507,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1286.0,1276.0,-10.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
11.0,,160,0.025,18,,mlp.gate_proj,E_AIME24,0.012373453318335208,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,889.0,878.0,-11.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
11.0,,160,0.05,18,,mlp.gate_proj,E_AIME24,0.01877133105802048,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,586.0,575.0,-11.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
9.0,,160,0.1,18,,mlp.gate_proj,E_AIME24,0.02912621359223301,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,309.0,300.0,-9.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
4.0,,160,0.01,18,,mlp.up_proj,E_AIME24,0.002599090318388564,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1539.0,1535.0,-4.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
5.0,,160,0.025,18,,mlp.up_proj,E_AIME24,0.004284490145672665,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1167.0,1162.0,-5.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
6.0,,160,0.05,18,,mlp.up_proj,E_AIME24,0.006952491309385863,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,863.0,857.0,-6.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
5.0,,160,0.1,18,,mlp.up_proj,E_AIME24,0.008992805755395683,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,556.0,551.0,-5.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
3.0,,160,0.01,18,,mlp.down_proj,E_AIME24,0.0017006802721088435,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1764.0,1761.0,-3.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
4.0,,160,0.025,18,,mlp.down_proj,E_AIME24,0.0028228652081863093,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1417.0,1413.0,-4.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
5.0,,160,0.05,18,,mlp.down_proj,E_AIME24,0.004476275738585497,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1117.0,1112.0,-5.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
5.0,,160,0.1,18,,mlp.down_proj,E_AIME24,0.006289308176100629,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,795.0,790.0,-5.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
12.0,,320,0.01,18,,self_attn.v_proj,E_AIME24,0.0189873417721519,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,632.0,620.0,-12.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
12.0,,320,0.025,18,,self_attn.v_proj,E_AIME24,0.025477707006369428,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,471.0,459.0,-12.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
13.0,,320,0.05,18,,self_attn.v_proj,E_AIME24,0.03823529411764706,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,340.0,327.0,-13.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
11.0,,320,0.1,18,,self_attn.v_proj,E_AIME24,0.05263157894736842,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,209.0,198.0,-11.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
15.0,,320,0.01,18,,self_attn.o_proj,E_AIME24,0.013321492007104795,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1126.0,1111.0,-15.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
14.0,,320,0.025,18,,self_attn.o_proj,E_AIME24,0.01717791411042945,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,815.0,801.0,-14.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
12.0,,320,0.05,18,,self_attn.o_proj,E_AIME24,0.02054794520547945,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,584.0,572.0,-12.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
10.0,,320,0.1,18,,self_attn.o_proj,E_AIME24,0.02710027100271003,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,369.0,359.0,-10.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
17.0,,320,0.01,18,,mlp.gate_proj,E_AIME24,0.013219284603421462,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,1286.0,1269.0,-17.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
18.0,,320,0.025,18,,mlp.gate_proj,E_AIME24,0.020247469066366704,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,889.0,871.0,-18.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
17.0,,320,0.05,18,,mlp.gate_proj,E_AIME24,0.02901023890784983,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,586.0,569.0,-17.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
14.0,,320,0.1,18,,mlp.gate_proj,E_AIME24,0.045307443365695796,qwen_alpha05_r_epsilon,qwen_alpha05_existing_module_r_epsilon_reuse,309.0,295.0,-14.0,qwen_alpha05_module,E_math_hard_v2,,,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/qwen_alpha05_r_epsilon.csv,equal5_non_qk
