model,domain,arm,feature,target,n,pearson,spearman,diagnostic_only,residual_model
qwen,math,opd,c_equal5,kl_b,9,-0.7096526414652794,-0.8166666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p4_equal5,kl_b,8,-0.4004278716538221,-0.5000000000000001,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p8_equal5,kl_b,8,-0.5008722210228125,-0.5000000000000001,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p16_equal5,kl_b,8,-0.7447598493300046,-0.880952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p32_equal5,kl_b,8,-0.8747037213856513,-0.880952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,c_equal5,kl_t,9,-0.13652489143765312,-0.11666666666666665,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p4_equal5,kl_t,8,0.25590249321613934,0.3333333333333334,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p8_equal5,kl_t,8,0.16769245919453932,0.3333333333333334,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p16_equal5,kl_t,8,-0.03699073155062134,-0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p32_equal5,kl_t,8,-0.29444736993027787,-0.3571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,c_equal5,abs_delta_nll_c,9,-0.7804020664790241,-0.7999999999999999,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p4_equal5,abs_delta_nll_c,8,-0.4099198158513263,-0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p8_equal5,abs_delta_nll_c,8,-0.531321917044336,-0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p16_equal5,abs_delta_nll_c,8,-0.8058502054279842,-0.880952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p32_equal5,abs_delta_nll_c,8,-0.9369342249019801,-0.9523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,c_equal5,abs_delta_nll_b,9,-0.6772711263358232,-0.8166666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p4_equal5,abs_delta_nll_b,8,-0.3200907500587264,-0.3571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p8_equal5,abs_delta_nll_b,8,-0.4198823566472481,-0.3571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p16_equal5,abs_delta_nll_b,8,-0.6634007449148447,-0.8333333333333335,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p32_equal5,abs_delta_nll_b,8,-0.8406401659666869,-0.9047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,c_equal5,abs_delta_nll_t,9,0.6726998057023467,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p4_equal5,abs_delta_nll_t,8,0.6035704660026076,0.8333333333333335,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p8_equal5,abs_delta_nll_t,8,0.6647371773508937,0.8333333333333335,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p16_equal5,abs_delta_nll_t,8,0.8183414441685454,0.7380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p32_equal5,abs_delta_nll_t,8,0.635850253067496,0.5714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,c_equal5,delta_nll_b_minus_c,9,-0.22508440966916304,-0.06666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p4_equal5,delta_nll_b_minus_c,8,-0.23707744969145084,-0.2380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p8_equal5,delta_nll_b_minus_c,8,-0.29148585749488376,-0.2380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p16_equal5,delta_nll_b_minus_c,8,-0.36291196528620534,-0.5714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p32_equal5,delta_nll_b_minus_c,8,-0.4975620162243776,-0.6190476190476191,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,c_equal5,delta_nll_b_minus_p,9,-0.42483294287295514,-0.4666666666666666,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p4_equal5,delta_nll_b_minus_p,8,-0.2716115144357581,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p8_equal5,delta_nll_b_minus_p,8,-0.3649607965989037,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p16_equal5,delta_nll_b_minus_p,8,-0.4985686477607161,-0.7619047619047621,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p32_equal5,delta_nll_b_minus_p,8,-0.6568344062824762,-0.7619047619047621,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,c_equal5,delta_nll_p,9,0.05517851660804658,0.09999999999999999,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p4_equal5,delta_nll_p,8,-0.4092822447840094,-0.38095238095238104,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p8_equal5,delta_nll_p,8,-0.14585506282557723,-0.11904761904761905,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p16_equal5,delta_nll_p,8,0.025339289831052873,0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p32_equal5,delta_nll_p,8,0.4090807816090266,0.6190476190476191,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,c_equal5,delta_nll_c,9,-0.7959101246419271,-0.7833333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p4_equal5,delta_nll_c,8,0.1344070281910181,0.09523809523809526,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p8_equal5,delta_nll_c,8,-0.5026151130398807,-0.5714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p16_equal5,delta_nll_c,8,-0.29129792328364673,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p32_equal5,delta_nll_c,8,-0.3099625369005516,-0.4047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,c_equal5,delta_nll_b,9,-0.48880575901263246,-0.2833333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p4_equal5,delta_nll_b,8,-0.019776520271938307,0.09523809523809526,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p8_equal5,delta_nll_b,8,-0.44027361366874884,-0.1666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p16_equal5,delta_nll_b,8,-0.49657444086952296,-0.38095238095238104,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p32_equal5,delta_nll_b,8,-0.6808250478781395,-0.6666666666666669,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,c_equal5,delta_nll_t,9,0.33469540284122223,0.25,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p4_equal5,delta_nll_t,8,-0.22213618705298288,-0.3571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p8_equal5,delta_nll_t,8,0.13553864885914035,0.11904761904761905,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p16_equal5,delta_nll_t,8,0.3291205345392536,0.28571428571428575,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p32_equal5,delta_nll_t,8,0.685497189959533,0.6428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,c_equal5,kl_b,9,0.8032615135119793,0.6166666666666666,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p4_equal5,kl_b,8,0.09057262426378343,0.2380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p8_equal5,kl_b,8,0.7776448796683216,0.8095238095238096,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p16_equal5,kl_b,8,0.4344237854893326,0.5000000000000001,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p32_equal5,kl_b,8,0.3113325332765229,0.2380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,c_equal5,kl_t,9,0.6052994642041412,0.5166666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p4_equal5,kl_t,8,-0.33282284913705673,-0.19047619047619052,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p8_equal5,kl_t,8,0.35922570083640604,0.1666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p16_equal5,kl_t,8,0.26621342471657466,0.2380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p32_equal5,kl_t,8,0.48035770571871894,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,c_equal5,abs_delta_nll_c,9,-0.5337734091856267,-0.7,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p4_equal5,abs_delta_nll_c,8,0.46457094410339705,0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p8_equal5,abs_delta_nll_c,8,-0.033323884968395945,-0.09523809523809526,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p16_equal5,abs_delta_nll_c,8,-0.07836526504371086,-0.023809523809523815,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p32_equal5,abs_delta_nll_c,8,-0.41625190757849123,-0.38095238095238104,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,c_equal5,abs_delta_nll_b,9,-0.26962508416288933,-0.3666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p4_equal5,abs_delta_nll_b,8,-0.22259732885199474,-0.023809523809523815,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p8_equal5,abs_delta_nll_b,8,-0.35502565551126514,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p16_equal5,abs_delta_nll_b,8,-0.5855100529185667,-0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p32_equal5,abs_delta_nll_b,8,-0.7786853884887376,-0.8095238095238096,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,c_equal5,abs_delta_nll_t,9,0.8458830135412773,0.7999999999999999,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p4_equal5,abs_delta_nll_t,8,-0.0033302343965873225,0.023809523809523815,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p8_equal5,abs_delta_nll_t,8,0.7025875629928154,0.5714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p16_equal5,abs_delta_nll_t,8,0.6159102368386674,0.6190476190476191,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p32_equal5,abs_delta_nll_t,8,0.7014089359071496,0.7142857142857144,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,c_equal5,delta_nll_b_minus_c,9,-0.3991984015141859,-0.2333333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p4_equal5,delta_nll_b_minus_c,8,-0.03876051294182197,0.11904761904761905,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p8_equal5,delta_nll_b_minus_c,8,-0.4009106021954149,-0.19047619047619052,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p16_equal5,delta_nll_b_minus_c,8,-0.4886088193391174,-0.3333333333333334,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p32_equal5,delta_nll_b_minus_c,8,-0.6817244494614784,-0.6190476190476191,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,c_equal5,delta_nll_b_minus_p,9,-0.33224211296887146,-0.26666666666666666,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p4_equal5,delta_nll_b_minus_p,8,0.2126998598675153,0.4523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p8_equal5,delta_nll_b_minus_p,8,-0.19395731286107937,-0.023809523809523815,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p16_equal5,delta_nll_b_minus_p,8,-0.3231329182484931,-0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,seqkd,p32_equal5,delta_nll_b_minus_p,8,-0.6488325991459643,-0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,c_equal5,delta_nll_p,9,0.039761154785577534,0.35,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p4_equal5,delta_nll_p,8,0.7960354437279122,0.6190476190476191,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p8_equal5,delta_nll_p,8,0.8797618701976395,0.9047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p16_equal5,delta_nll_p,8,0.9146133837102329,0.7857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p32_equal5,delta_nll_p,8,0.9230697757748774,0.9523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,c_equal5,delta_nll_c,9,-0.16840975746341075,0.26666666666666666,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p4_equal5,delta_nll_c,8,0.645304758038163,0.523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p8_equal5,delta_nll_c,8,0.7473073033091086,0.880952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p16_equal5,delta_nll_c,8,0.8873184952164477,0.8571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p32_equal5,delta_nll_c,8,0.7808981597956066,0.9285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,c_equal5,delta_nll_b,9,-0.53480270216694,-0.3,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p4_equal5,delta_nll_b,8,0.4372666302752349,0.30952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p8_equal5,delta_nll_b,8,0.226220807257096,0.023809523809523815,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p16_equal5,delta_nll_b,8,0.5166832633552527,0.3333333333333334,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p32_equal5,delta_nll_b,8,0.31606908849063087,0.11904761904761905,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,c_equal5,delta_nll_t,9,0.17749793107632378,0.25,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p4_equal5,delta_nll_t,8,0.7669320699695709,0.6190476190476191,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p8_equal5,delta_nll_t,8,0.8905942689813116,0.9047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p16_equal5,delta_nll_t,8,0.8560426461758041,0.8095238095238096,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p32_equal5,delta_nll_t,8,0.9298585000506541,0.9523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,c_equal5,kl_b,9,0.7305546655185732,0.7833333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p4_equal5,kl_b,8,0.2899307131423135,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p8_equal5,kl_b,8,0.8855358074681644,0.9047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p16_equal5,kl_b,8,0.5591956924268162,0.6428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p32_equal5,kl_b,8,0.7649102727097283,0.8333333333333335,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,c_equal5,kl_t,9,0.8202230664010022,0.8833333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p4_equal5,kl_t,8,0.10547915249523365,0.2142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p8_equal5,kl_t,8,0.7758270230728734,0.7857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p16_equal5,kl_t,8,0.4052241673215986,0.4761904761904762,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p32_equal5,kl_t,8,0.6258392692004437,0.6904761904761906,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,c_equal5,abs_delta_nll_c,9,-0.2114039857076241,0.16666666666666669,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p4_equal5,abs_delta_nll_c,8,0.6054261550475752,0.5476190476190477,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p8_equal5,abs_delta_nll_c,8,0.709375382049075,0.8333333333333335,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p16_equal5,abs_delta_nll_c,8,0.8639334868111564,0.9047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p32_equal5,abs_delta_nll_c,8,0.7358721649884031,0.880952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,c_equal5,abs_delta_nll_b,9,0.015032380909645397,0.15,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p4_equal5,abs_delta_nll_b,8,0.6628671016892682,0.5000000000000001,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p8_equal5,abs_delta_nll_b,8,0.8807481673459303,0.7857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p16_equal5,abs_delta_nll_b,8,0.9135773970653975,0.9047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p32_equal5,abs_delta_nll_b,8,0.8815285716912752,0.8095238095238096,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,c_equal5,abs_delta_nll_t,9,0.11390243509521865,0.3,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p4_equal5,abs_delta_nll_t,8,0.764552652173769,0.6666666666666669,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p8_equal5,abs_delta_nll_t,8,0.9148739336317832,0.9285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p16_equal5,abs_delta_nll_t,8,0.9052650054079265,0.8333333333333335,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p32_equal5,abs_delta_nll_t,8,0.9439287722034873,0.9761904761904763,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,c_equal5,delta_nll_b_minus_c,9,-0.4422017221900072,-0.3,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p4_equal5,delta_nll_b_minus_c,8,0.05048315025110148,-0.11904761904761905,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p8_equal5,delta_nll_b_minus_c,8,-0.21563559292908216,-0.4523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p16_equal5,delta_nll_b_minus_c,8,-0.013327653246149236,-0.261904761904762,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p32_equal5,delta_nll_b_minus_c,8,-0.1473734458756686,-0.4761904761904762,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,c_equal5,delta_nll_b_minus_p,9,-0.16471335906703785,-0.35,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p4_equal5,delta_nll_b_minus_p,8,-0.734258380816197,-0.6190476190476191,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p8_equal5,delta_nll_b_minus_p,8,-0.8674394924815234,-0.9047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p16_equal5,delta_nll_b_minus_p,8,-0.8405252289128535,-0.7857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,sft,p32_equal5,delta_nll_b_minus_p,8,-0.8930065961103235,-0.9523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,c_equal5,delta_nll_p,9,-0.813052279779496,-0.7666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p4_equal5,delta_nll_p,8,-0.23750315763134894,-0.09523809523809526,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p8_equal5,delta_nll_p,8,-0.3590513113769538,-0.2380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p16_equal5,delta_nll_p,8,-0.18692444375767864,-0.07142857142857144,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p32_equal5,delta_nll_p,8,-0.2893795133582505,-0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,c_equal5,delta_nll_f,9,0.9437318563505166,0.9333333333333332,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p4_equal5,delta_nll_f,8,0.5196132703915499,0.5000000000000001,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p8_equal5,delta_nll_f,8,0.6310963857413587,0.6428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p16_equal5,delta_nll_f,8,0.5994496135201917,0.5714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p32_equal5,delta_nll_f,8,0.6360473313557035,0.5476190476190477,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,c_equal5,delta_nll_a,9,-0.6957608444237219,-0.6666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p4_equal5,delta_nll_a,8,-0.4427124379590678,-0.3571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p8_equal5,delta_nll_a,8,-0.584969137296998,-0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p16_equal5,delta_nll_a,8,-0.28135839963513576,-0.2142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p32_equal5,delta_nll_a,8,-0.2495795289890836,-0.261904761904762,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,c_equal5,delta_nll_t,9,-0.7565611816478156,-0.6333333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p4_equal5,delta_nll_t,8,-0.5406890733152453,-0.6904761904761906,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p8_equal5,delta_nll_t,8,-0.7516326960363476,-0.8095238095238096,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p16_equal5,delta_nll_t,8,-0.3908648599003059,-0.523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p32_equal5,delta_nll_t,8,-0.18714530700351534,-0.4047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,c_equal5,kl_f,9,0.9136201628648768,0.7833333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p4_equal5,kl_f,8,0.3710326995420751,0.3571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p8_equal5,kl_f,8,0.5457566377322669,0.4761904761904762,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p16_equal5,kl_f,8,0.4556930549660015,0.3571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p32_equal5,kl_f,8,0.40370336845522586,0.30952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,c_equal5,kl_a,9,0.6209401979743013,0.5833333333333334,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p4_equal5,kl_a,8,0.6669648405202904,0.4523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p8_equal5,kl_a,8,0.6589277765280096,0.523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p16_equal5,kl_a,8,0.7949747130399774,0.6666666666666669,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p32_equal5,kl_a,8,0.8348247554591335,0.6428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,c_equal5,kl_t,9,0.14781235421271052,0.08333333333333334,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p4_equal5,kl_t,8,0.14809543664250982,0.3571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p8_equal5,kl_t,8,0.026524526538512904,0.1666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p16_equal5,kl_t,8,0.37333045706135176,0.6190476190476191,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p32_equal5,kl_t,8,0.6082802399902217,0.6904761904761906,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,c_equal5,abs_delta_nll_f,9,-0.5304197195091089,-0.3666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p4_equal5,abs_delta_nll_f,8,0.1743810212970805,0.19047619047619052,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p8_equal5,abs_delta_nll_f,8,0.13327900137997198,0.1666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,mmlu,offkd,p16_equal5,abs_delta_nll_f,8,-0.05657364857403921,-0.07142857142857144,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
