arm,checkpoint,probe_name,layer,module,epsilon,rr2s_rank,d10_rank,rank_diff,status
offkd,80,E_math,14,self_attn.o_proj,0.025,614,614.0,0.0,PASS
offkd,80,E_math,14,self_attn.o_proj,0.05,447,447.0,0.0,PASS
offkd,80,E_math,14,self_attn.o_proj,0.1,290,290.0,0.0,PASS
offkd,80,E_math,14,self_attn.q_proj,0.01,384,384.0,0.0,PASS
offkd,80,E_math,14,self_attn.q_proj,0.025,203,203.0,0.0,PASS
offkd,80,E_math,14,self_attn.q_proj,0.05,100,100.0,0.0,PASS
offkd,80,E_math,14,self_attn.q_proj,0.1,38,38.0,0.0,PASS
offkd,80,E_math,14,self_attn.v_proj,0.01,656,656.0,0.0,PASS
offkd,80,E_math,14,self_attn.v_proj,0.025,514,514.0,0.0,PASS
offkd,80,E_math,14,self_attn.v_proj,0.05,394,394.0,0.0,PASS
offkd,80,E_math,14,self_attn.v_proj,0.1,271,271.0,0.0,PASS
offkd,80,E_ood,14,mlp.down_proj,0.01,2444,2444.0,0.0,PASS
offkd,80,E_ood,14,mlp.down_proj,0.025,2047,2047.0,0.0,PASS
offkd,80,E_ood,14,mlp.down_proj,0.05,1656,1656.0,0.0,PASS
offkd,80,E_ood,14,mlp.down_proj,0.1,1199,1199.0,0.0,PASS
offkd,80,E_ood,14,mlp.gate_proj,0.01,1333,1333.0,0.0,PASS
offkd,80,E_ood,14,mlp.gate_proj,0.025,713,713.0,0.0,PASS
offkd,80,E_ood,14,mlp.gate_proj,0.05,315,315.0,0.0,PASS
offkd,80,E_ood,14,mlp.gate_proj,0.1,78,78.0,0.0,PASS
offkd,80,E_ood,14,mlp.up_proj,0.01,2252,2252.0,0.0,PASS
offkd,80,E_ood,14,mlp.up_proj,0.025,1761,1761.0,0.0,PASS
offkd,80,E_ood,14,mlp.up_proj,0.05,1305,1305.0,0.0,PASS
offkd,80,E_ood,14,mlp.up_proj,0.1,812,812.0,0.0,PASS
offkd,80,E_ood,14,self_attn.k_proj,0.01,324,324.0,0.0,PASS
offkd,80,E_ood,14,self_attn.k_proj,0.025,173,173.0,0.0,PASS
offkd,80,E_ood,14,self_attn.k_proj,0.05,88,88.0,0.0,PASS
offkd,80,E_ood,14,self_attn.k_proj,0.1,39,39.0,0.0,PASS
offkd,80,E_ood,14,self_attn.o_proj,0.01,1553,1553.0,0.0,PASS
offkd,80,E_ood,14,self_attn.o_proj,0.025,1188,1188.0,0.0,PASS
offkd,80,E_ood,14,self_attn.o_proj,0.05,888,888.0,0.0,PASS
offkd,80,E_ood,14,self_attn.o_proj,0.1,583,583.0,0.0,PASS
offkd,80,E_ood,14,self_attn.q_proj,0.01,594,594.0,0.0,PASS
offkd,80,E_ood,14,self_attn.q_proj,0.025,282,282.0,0.0,PASS
offkd,80,E_ood,14,self_attn.q_proj,0.05,119,119.0,0.0,PASS
offkd,80,E_ood,14,self_attn.q_proj,0.1,40,40.0,0.0,PASS
offkd,80,E_ood,14,self_attn.v_proj,0.01,847,847.0,0.0,PASS
offkd,80,E_ood,14,self_attn.v_proj,0.025,726,726.0,0.0,PASS
offkd,80,E_ood,14,self_attn.v_proj,0.05,599,599.0,0.0,PASS
offkd,80,E_ood,14,self_attn.v_proj,0.1,442,442.0,0.0,PASS
offkd,80,E_if,14,mlp.down_proj,0.01,2421,2421.0,0.0,PASS
offkd,80,E_if,14,mlp.down_proj,0.025,2012,2012.0,0.0,PASS
offkd,80,E_if,14,mlp.down_proj,0.05,1611,1611.0,0.0,PASS
offkd,80,E_if,14,mlp.down_proj,0.1,1144,1144.0,0.0,PASS
offkd,80,E_if,14,mlp.gate_proj,0.01,1285,1285.0,0.0,PASS
offkd,80,E_if,14,mlp.gate_proj,0.025,687,687.0,0.0,PASS
offkd,80,E_if,14,mlp.gate_proj,0.05,313,313.0,0.0,PASS
offkd,80,E_if,14,mlp.gate_proj,0.1,90,90.0,0.0,PASS
offkd,80,E_if,14,mlp.up_proj,0.01,2165,2165.0,0.0,PASS
offkd,80,E_if,14,mlp.up_proj,0.025,1654,1654.0,0.0,PASS
offkd,80,E_if,14,mlp.up_proj,0.05,1190,1190.0,0.0,PASS
offkd,80,E_if,14,mlp.up_proj,0.1,707,707.0,0.0,PASS
offkd,80,E_if,14,self_attn.k_proj,0.01,339,339.0,0.0,PASS
offkd,80,E_if,14,self_attn.k_proj,0.025,184,184.0,0.0,PASS
offkd,80,E_if,14,self_attn.k_proj,0.05,95,95.0,0.0,PASS
offkd,80,E_if,14,self_attn.k_proj,0.1,42,42.0,0.0,PASS
offkd,80,E_if,14,self_attn.o_proj,0.01,1511,1511.0,0.0,PASS
offkd,80,E_if,14,self_attn.o_proj,0.025,1157,1157.0,0.0,PASS
offkd,80,E_if,14,self_attn.o_proj,0.05,867,867.0,0.0,PASS
offkd,80,E_if,14,self_attn.o_proj,0.1,570,570.0,0.0,PASS
offkd,80,E_if,14,self_attn.q_proj,0.01,618,618.0,0.0,PASS
offkd,80,E_if,14,self_attn.q_proj,0.025,301,301.0,0.0,PASS
offkd,80,E_if,14,self_attn.q_proj,0.05,131,131.0,0.0,PASS
offkd,80,E_if,14,self_attn.q_proj,0.1,43,43.0,0.0,PASS
offkd,80,E_if,14,self_attn.v_proj,0.01,830,830.0,0.0,PASS
offkd,80,E_if,14,self_attn.v_proj,0.025,701,701.0,0.0,PASS
offkd,80,E_if,14,self_attn.v_proj,0.05,568,568.0,0.0,PASS
offkd,80,E_if,14,self_attn.v_proj,0.1,406,406.0,0.0,PASS
seqkd,20,E_general,14,mlp.down_proj,0.01,2529,2529.0,0.0,PASS
seqkd,20,E_general,14,mlp.down_proj,0.025,2167,2167.0,0.0,PASS
seqkd,20,E_general,14,mlp.down_proj,0.05,1802,1802.0,0.0,PASS
seqkd,20,E_general,14,mlp.down_proj,0.1,1362,1362.0,0.0,PASS
seqkd,20,E_general,14,mlp.gate_proj,0.01,1400,1400.0,0.0,PASS
seqkd,20,E_general,14,mlp.gate_proj,0.025,784,784.0,0.0,PASS
seqkd,20,E_general,14,mlp.gate_proj,0.05,368,368.0,0.0,PASS
seqkd,20,E_general,14,mlp.gate_proj,0.1,100,100.0,0.0,PASS
seqkd,20,E_general,14,mlp.up_proj,0.01,2315,2315.0,0.0,PASS
seqkd,20,E_general,14,mlp.up_proj,0.025,1853,1853.0,0.0,PASS
seqkd,20,E_general,14,mlp.up_proj,0.05,1414,1414.0,0.0,PASS
seqkd,20,E_general,14,mlp.up_proj,0.1,924,924.0,0.0,PASS
seqkd,20,E_general,14,self_attn.k_proj,0.01,373,373.0,0.0,PASS
seqkd,20,E_general,14,self_attn.k_proj,0.025,210,210.0,0.0,PASS
seqkd,20,E_general,14,self_attn.k_proj,0.05,111,111.0,0.0,PASS
seqkd,20,E_general,14,self_attn.k_proj,0.1,48,48.0,0.0,PASS
seqkd,20,E_general,14,self_attn.o_proj,0.01,1587,1587.0,0.0,PASS
seqkd,20,E_general,14,self_attn.o_proj,0.025,1241,1241.0,0.0,PASS
seqkd,20,E_general,14,self_attn.o_proj,0.05,957,957.0,0.0,PASS
seqkd,20,E_general,14,self_attn.o_proj,0.1,661,661.0,0.0,PASS
seqkd,20,E_general,14,self_attn.q_proj,0.01,690,690.0,0.0,PASS
seqkd,20,E_general,14,self_attn.q_proj,0.025,349,349.0,0.0,PASS
seqkd,20,E_general,14,self_attn.q_proj,0.05,155,155.0,0.0,PASS
seqkd,20,E_general,14,self_attn.q_proj,0.1,49,49.0,0.0,PASS
seqkd,20,E_general,14,self_attn.v_proj,0.01,864,864.0,0.0,PASS
seqkd,20,E_general,14,self_attn.v_proj,0.025,751,751.0,0.0,PASS
seqkd,20,E_general,14,self_attn.v_proj,0.05,631,631.0,0.0,PASS
seqkd,20,E_general,14,self_attn.v_proj,0.1,479,479.0,0.0,PASS
seqkd,20,E_math,14,mlp.down_proj,0.01,1160,1160.0,0.0,PASS
seqkd,20,E_math,14,mlp.down_proj,0.025,910,910.0,0.0,PASS
seqkd,20,E_math,14,mlp.down_proj,0.05,699,699.0,0.0,PASS
seqkd,20,E_math,14,mlp.down_proj,0.1,482,482.0,0.0,PASS
seqkd,20,E_math,14,mlp.gate_proj,0.01,586,586.0,0.0,PASS
seqkd,20,E_math,14,mlp.gate_proj,0.025,321,321.0,0.0,PASS
seqkd,20,E_math,14,mlp.gate_proj,0.05,157,157.0,0.0,PASS
seqkd,20,E_math,14,mlp.gate_proj,0.1,48,48.0,0.0,PASS
seqkd,20,E_math,14,mlp.up_proj,0.01,1020,1020.0,0.0,PASS
seqkd,20,E_math,14,mlp.up_proj,0.025,750,750.0,0.0,PASS
seqkd,20,E_math,14,mlp.up_proj,0.05,534,534.0,0.0,PASS
seqkd,20,E_math,14,mlp.up_proj,0.1,325,325.0,0.0,PASS
seqkd,20,E_math,14,self_attn.k_proj,0.01,262,262.0,0.0,PASS
seqkd,20,E_math,14,self_attn.k_proj,0.025,150,150.0,0.0,PASS
seqkd,20,E_math,14,self_attn.k_proj,0.05,83,83.0,0.0,PASS
seqkd,20,E_math,14,self_attn.k_proj,0.1,38,38.0,0.0,PASS
seqkd,20,E_math,14,self_attn.o_proj,0.01,832,832.0,0.0,PASS
seqkd,20,E_math,14,self_attn.o_proj,0.025,611,611.0,0.0,PASS
seqkd,20,E_math,14,self_attn.o_proj,0.05,445,445.0,0.0,PASS
seqkd,20,E_math,14,self_attn.o_proj,0.1,289,289.0,0.0,PASS
seqkd,20,E_math,14,self_attn.q_proj,0.01,388,388.0,0.0,PASS
seqkd,20,E_math,14,self_attn.q_proj,0.025,206,206.0,0.0,PASS
seqkd,20,E_math,14,self_attn.q_proj,0.05,101,101.0,0.0,PASS
seqkd,20,E_math,14,self_attn.q_proj,0.1,38,38.0,0.0,PASS
seqkd,20,E_math,14,self_attn.v_proj,0.01,658,658.0,0.0,PASS
seqkd,20,E_math,14,self_attn.v_proj,0.025,516,516.0,0.0,PASS
seqkd,20,E_math,14,self_attn.v_proj,0.05,397,397.0,0.0,PASS
seqkd,20,E_math,14,self_attn.v_proj,0.1,273,273.0,0.0,PASS
seqkd,20,E_ood,14,mlp.down_proj,0.01,2450,2450.0,0.0,PASS
seqkd,20,E_ood,14,mlp.down_proj,0.025,2055,2055.0,0.0,PASS
seqkd,20,E_ood,14,mlp.down_proj,0.05,1665,1665.0,0.0,PASS
seqkd,20,E_ood,14,mlp.down_proj,0.1,1209,1209.0,0.0,PASS
seqkd,20,E_ood,14,mlp.gate_proj,0.01,1351,1351.0,0.0,PASS
seqkd,20,E_ood,14,mlp.gate_proj,0.025,730,730.0,0.0,PASS
seqkd,20,E_ood,14,mlp.gate_proj,0.05,326,326.0,0.0,PASS
seqkd,20,E_ood,14,mlp.gate_proj,0.1,82,82.0,0.0,PASS
seqkd,20,E_ood,14,mlp.up_proj,0.01,2261,2261.0,0.0,PASS
seqkd,20,E_ood,14,mlp.up_proj,0.025,1773,1773.0,0.0,PASS
seqkd,20,E_ood,14,mlp.up_proj,0.05,1317,1317.0,0.0,PASS
seqkd,20,E_ood,14,mlp.up_proj,0.1,824,824.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.k_proj,0.01,328,328.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.k_proj,0.025,176,176.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.k_proj,0.05,90,90.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.k_proj,0.1,39,39.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.o_proj,0.01,1557,1557.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.o_proj,0.025,1191,1191.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.o_proj,0.05,891,891.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.o_proj,0.1,586,586.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.q_proj,0.01,598,598.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.q_proj,0.025,285,285.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.q_proj,0.05,121,121.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.q_proj,0.1,40,40.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.v_proj,0.01,848,848.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.v_proj,0.025,727,727.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.v_proj,0.05,602,602.0,0.0,PASS
seqkd,20,E_ood,14,self_attn.v_proj,0.1,445,445.0,0.0,PASS
seqkd,20,E_if,14,mlp.down_proj,0.01,2424,2424.0,0.0,PASS
seqkd,20,E_if,14,mlp.down_proj,0.025,2016,2016.0,0.0,PASS
seqkd,20,E_if,14,mlp.down_proj,0.05,1615,1615.0,0.0,PASS
seqkd,20,E_if,14,mlp.down_proj,0.1,1148,1148.0,0.0,PASS
seqkd,20,E_if,14,mlp.gate_proj,0.01,1295,1295.0,0.0,PASS
seqkd,20,E_if,14,mlp.gate_proj,0.025,696,696.0,0.0,PASS
seqkd,20,E_if,14,mlp.gate_proj,0.05,319,319.0,0.0,PASS
seqkd,20,E_if,14,mlp.gate_proj,0.1,92,92.0,0.0,PASS
seqkd,20,E_if,14,mlp.up_proj,0.01,2168,2168.0,0.0,PASS
seqkd,20,E_if,14,mlp.up_proj,0.025,1658,1658.0,0.0,PASS
seqkd,20,E_if,14,mlp.up_proj,0.05,1194,1194.0,0.0,PASS
seqkd,20,E_if,14,mlp.up_proj,0.1,710,710.0,0.0,PASS
seqkd,20,E_if,14,self_attn.k_proj,0.01,341,341.0,0.0,PASS
seqkd,20,E_if,14,self_attn.k_proj,0.025,186,186.0,0.0,PASS
seqkd,20,E_if,14,self_attn.k_proj,0.05,96,96.0,0.0,PASS
seqkd,20,E_if,14,self_attn.k_proj,0.1,42,42.0,0.0,PASS
seqkd,20,E_if,14,self_attn.o_proj,0.01,1511,1511.0,0.0,PASS
seqkd,20,E_if,14,self_attn.o_proj,0.025,1156,1156.0,0.0,PASS
seqkd,20,E_if,14,self_attn.o_proj,0.05,866,866.0,0.0,PASS
seqkd,20,E_if,14,self_attn.o_proj,0.1,570,570.0,0.0,PASS
seqkd,20,E_if,14,self_attn.q_proj,0.01,620,620.0,0.0,PASS
seqkd,20,E_if,14,self_attn.q_proj,0.025,302,302.0,0.0,PASS
seqkd,20,E_if,14,self_attn.q_proj,0.05,132,132.0,0.0,PASS
seqkd,20,E_if,14,self_attn.q_proj,0.1,43,43.0,0.0,PASS
seqkd,20,E_if,14,self_attn.v_proj,0.01,829,829.0,0.0,PASS
seqkd,20,E_if,14,self_attn.v_proj,0.025,701,701.0,0.0,PASS
seqkd,20,E_if,14,self_attn.v_proj,0.05,568,568.0,0.0,PASS
seqkd,20,E_if,14,self_attn.v_proj,0.1,406,406.0,0.0,PASS
seqkd,40,E_general,14,mlp.down_proj,0.01,2529,2529.0,0.0,PASS
seqkd,40,E_general,14,mlp.down_proj,0.025,2167,2167.0,0.0,PASS
seqkd,40,E_general,14,mlp.down_proj,0.05,1801,1801.0,0.0,PASS
seqkd,40,E_general,14,mlp.down_proj,0.1,1362,1362.0,0.0,PASS
seqkd,40,E_general,14,mlp.gate_proj,0.01,1398,1398.0,0.0,PASS
seqkd,40,E_general,14,mlp.gate_proj,0.025,783,783.0,0.0,PASS
seqkd,40,E_general,14,mlp.gate_proj,0.05,366,366.0,0.0,PASS
seqkd,40,E_general,14,mlp.gate_proj,0.1,99,99.0,0.0,PASS
seqkd,40,E_general,14,mlp.up_proj,0.01,2315,2315.0,0.0,PASS
seqkd,40,E_general,14,mlp.up_proj,0.025,1854,1854.0,0.0,PASS
seqkd,40,E_general,14,mlp.up_proj,0.05,1414,1414.0,0.0,PASS
seqkd,40,E_general,14,mlp.up_proj,0.1,925,925.0,0.0,PASS
seqkd,40,E_general,14,self_attn.k_proj,0.01,372,372.0,0.0,PASS
seqkd,40,E_general,14,self_attn.k_proj,0.025,210,210.0,0.0,PASS
seqkd,40,E_general,14,self_attn.k_proj,0.05,110,110.0,0.0,PASS
seqkd,40,E_general,14,self_attn.k_proj,0.1,48,48.0,0.0,PASS
seqkd,40,E_general,14,self_attn.o_proj,0.01,1589,1589.0,0.0,PASS
seqkd,40,E_general,14,self_attn.o_proj,0.025,1244,1244.0,0.0,PASS
seqkd,40,E_general,14,self_attn.o_proj,0.05,960,960.0,0.0,PASS
seqkd,40,E_general,14,self_attn.o_proj,0.1,663,663.0,0.0,PASS
seqkd,40,E_general,14,self_attn.q_proj,0.01,688,688.0,0.0,PASS
seqkd,40,E_general,14,self_attn.q_proj,0.025,348,348.0,0.0,PASS
seqkd,40,E_general,14,self_attn.q_proj,0.05,154,154.0,0.0,PASS
seqkd,40,E_general,14,self_attn.q_proj,0.1,49,49.0,0.0,PASS
seqkd,40,E_general,14,self_attn.v_proj,0.01,864,864.0,0.0,PASS
seqkd,40,E_general,14,self_attn.v_proj,0.025,751,751.0,0.0,PASS
seqkd,40,E_general,14,self_attn.v_proj,0.05,632,632.0,0.0,PASS
seqkd,40,E_general,14,self_attn.v_proj,0.1,480,480.0,0.0,PASS
seqkd,40,E_math,14,mlp.down_proj,0.01,1160,1160.0,0.0,PASS
seqkd,40,E_math,14,mlp.down_proj,0.025,909,909.0,0.0,PASS
seqkd,40,E_math,14,mlp.down_proj,0.05,699,699.0,0.0,PASS
seqkd,40,E_math,14,mlp.down_proj,0.1,481,481.0,0.0,PASS
seqkd,40,E_math,14,mlp.gate_proj,0.01,585,585.0,0.0,PASS
seqkd,40,E_math,14,mlp.gate_proj,0.025,320,320.0,0.0,PASS
seqkd,40,E_math,14,mlp.gate_proj,0.05,156,156.0,0.0,PASS
seqkd,40,E_math,14,mlp.gate_proj,0.1,48,48.0,0.0,PASS
seqkd,40,E_math,14,mlp.up_proj,0.01,1020,1020.0,0.0,PASS
seqkd,40,E_math,14,mlp.up_proj,0.025,749,749.0,0.0,PASS
seqkd,40,E_math,14,mlp.up_proj,0.05,533,533.0,0.0,PASS
seqkd,40,E_math,14,mlp.up_proj,0.1,325,325.0,0.0,PASS
seqkd,40,E_math,14,self_attn.k_proj,0.01,262,262.0,0.0,PASS
seqkd,40,E_math,14,self_attn.k_proj,0.025,149,149.0,0.0,PASS
seqkd,40,E_math,14,self_attn.k_proj,0.05,83,83.0,0.0,PASS
seqkd,40,E_math,14,self_attn.k_proj,0.1,38,38.0,0.0,PASS
seqkd,40,E_math,14,self_attn.o_proj,0.01,836,836.0,0.0,PASS
seqkd,40,E_math,14,self_attn.o_proj,0.025,615,615.0,0.0,PASS
seqkd,40,E_math,14,self_attn.o_proj,0.05,449,449.0,0.0,PASS
seqkd,40,E_math,14,self_attn.o_proj,0.1,292,292.0,0.0,PASS
seqkd,40,E_math,14,self_attn.q_proj,0.01,387,387.0,0.0,PASS
seqkd,40,E_math,14,self_attn.q_proj,0.025,205,205.0,0.0,PASS
seqkd,40,E_math,14,self_attn.q_proj,0.05,101,101.0,0.0,PASS
seqkd,40,E_math,14,self_attn.q_proj,0.1,38,38.0,0.0,PASS
seqkd,40,E_math,14,self_attn.v_proj,0.01,658,658.0,0.0,PASS
seqkd,40,E_math,14,self_attn.v_proj,0.025,516,516.0,0.0,PASS
seqkd,40,E_math,14,self_attn.v_proj,0.05,396,396.0,0.0,PASS
seqkd,40,E_math,14,self_attn.v_proj,0.1,273,273.0,0.0,PASS
seqkd,40,E_ood,14,mlp.down_proj,0.01,2448,2448.0,0.0,PASS
seqkd,40,E_ood,14,mlp.down_proj,0.025,2052,2052.0,0.0,PASS
seqkd,40,E_ood,14,mlp.down_proj,0.05,1663,1663.0,0.0,PASS
seqkd,40,E_ood,14,mlp.down_proj,0.1,1207,1207.0,0.0,PASS
seqkd,40,E_ood,14,mlp.gate_proj,0.01,1346,1346.0,0.0,PASS
seqkd,40,E_ood,14,mlp.gate_proj,0.025,726,726.0,0.0,PASS
seqkd,40,E_ood,14,mlp.gate_proj,0.05,323,323.0,0.0,PASS
seqkd,40,E_ood,14,mlp.gate_proj,0.1,81,81.0,0.0,PASS
seqkd,40,E_ood,14,mlp.up_proj,0.01,2259,2259.0,0.0,PASS
seqkd,40,E_ood,14,mlp.up_proj,0.025,1770,1770.0,0.0,PASS
seqkd,40,E_ood,14,mlp.up_proj,0.05,1314,1314.0,0.0,PASS
seqkd,40,E_ood,14,mlp.up_proj,0.1,821,821.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.k_proj,0.01,327,327.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.k_proj,0.025,175,175.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.k_proj,0.05,90,90.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.k_proj,0.1,39,39.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.o_proj,0.01,1557,1557.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.o_proj,0.025,1191,1191.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.o_proj,0.05,891,891.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.o_proj,0.1,586,586.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.q_proj,0.01,596,596.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.q_proj,0.025,283,283.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.q_proj,0.05,120,120.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.q_proj,0.1,40,40.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.v_proj,0.01,847,847.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.v_proj,0.025,727,727.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.v_proj,0.05,601,601.0,0.0,PASS
seqkd,40,E_ood,14,self_attn.v_proj,0.1,444,444.0,0.0,PASS
seqkd,40,E_if,14,mlp.down_proj,0.01,2424,2424.0,0.0,PASS
seqkd,40,E_if,14,mlp.down_proj,0.025,2016,2016.0,0.0,PASS
seqkd,40,E_if,14,mlp.down_proj,0.05,1615,1615.0,0.0,PASS
seqkd,40,E_if,14,mlp.down_proj,0.1,1148,1148.0,0.0,PASS
seqkd,40,E_if,14,mlp.gate_proj,0.01,1294,1294.0,0.0,PASS
seqkd,40,E_if,14,mlp.gate_proj,0.025,695,695.0,0.0,PASS
seqkd,40,E_if,14,mlp.gate_proj,0.05,318,318.0,0.0,PASS
seqkd,40,E_if,14,mlp.gate_proj,0.1,92,92.0,0.0,PASS
seqkd,40,E_if,14,mlp.up_proj,0.01,2169,2169.0,0.0,PASS
seqkd,40,E_if,14,mlp.up_proj,0.025,1658,1658.0,0.0,PASS
seqkd,40,E_if,14,mlp.up_proj,0.05,1194,1194.0,0.0,PASS
seqkd,40,E_if,14,mlp.up_proj,0.1,710,710.0,0.0,PASS
seqkd,40,E_if,14,self_attn.k_proj,0.01,340,340.0,0.0,PASS
seqkd,40,E_if,14,self_attn.k_proj,0.025,186,186.0,0.0,PASS
seqkd,40,E_if,14,self_attn.k_proj,0.05,96,96.0,0.0,PASS
seqkd,40,E_if,14,self_attn.k_proj,0.1,42,42.0,0.0,PASS
seqkd,40,E_if,14,self_attn.o_proj,0.01,1514,1514.0,0.0,PASS
seqkd,40,E_if,14,self_attn.o_proj,0.025,1160,1160.0,0.0,PASS
seqkd,40,E_if,14,self_attn.o_proj,0.05,870,870.0,0.0,PASS
seqkd,40,E_if,14,self_attn.o_proj,0.1,572,572.0,0.0,PASS
seqkd,40,E_if,14,self_attn.q_proj,0.01,620,620.0,0.0,PASS
seqkd,40,E_if,14,self_attn.q_proj,0.025,302,302.0,0.0,PASS
seqkd,40,E_if,14,self_attn.q_proj,0.05,132,132.0,0.0,PASS
seqkd,40,E_if,14,self_attn.q_proj,0.1,43,43.0,0.0,PASS
seqkd,40,E_if,14,self_attn.v_proj,0.01,830,830.0,0.0,PASS
seqkd,40,E_if,14,self_attn.v_proj,0.025,701,701.0,0.0,PASS
seqkd,40,E_if,14,self_attn.v_proj,0.05,569,569.0,0.0,PASS
seqkd,40,E_if,14,self_attn.v_proj,0.1,406,406.0,0.0,PASS
seqkd,80,E_general,14,mlp.down_proj,0.01,2528,2528.0,0.0,PASS
seqkd,80,E_general,14,mlp.down_proj,0.025,2166,2166.0,0.0,PASS
seqkd,80,E_general,14,mlp.down_proj,0.05,1800,1800.0,0.0,PASS
seqkd,80,E_general,14,mlp.down_proj,0.1,1361,1361.0,0.0,PASS
seqkd,80,E_general,14,mlp.gate_proj,0.01,1398,1398.0,0.0,PASS
seqkd,80,E_general,14,mlp.gate_proj,0.025,782,782.0,0.0,PASS
seqkd,80,E_general,14,mlp.gate_proj,0.05,366,366.0,0.0,PASS
seqkd,80,E_general,14,mlp.gate_proj,0.1,99,99.0,0.0,PASS
seqkd,80,E_general,14,mlp.up_proj,0.01,2316,2316.0,0.0,PASS
seqkd,80,E_general,14,mlp.up_proj,0.025,1855,1855.0,0.0,PASS
seqkd,80,E_general,14,mlp.up_proj,0.05,1415,1415.0,0.0,PASS
seqkd,80,E_general,14,mlp.up_proj,0.1,926,926.0,0.0,PASS
seqkd,80,E_general,14,self_attn.k_proj,0.01,371,371.0,0.0,PASS
seqkd,80,E_general,14,self_attn.k_proj,0.025,208,208.0,0.0,PASS
seqkd,80,E_general,14,self_attn.k_proj,0.05,109,109.0,0.0,PASS
seqkd,80,E_general,14,self_attn.k_proj,0.1,48,48.0,0.0,PASS
seqkd,80,E_general,14,self_attn.o_proj,0.01,1592,1592.0,0.0,PASS
seqkd,80,E_general,14,self_attn.o_proj,0.025,1247,1247.0,0.0,PASS
seqkd,80,E_general,14,self_attn.o_proj,0.05,962,962.0,0.0,PASS
seqkd,80,E_general,14,self_attn.o_proj,0.1,666,666.0,0.0,PASS
seqkd,80,E_general,14,self_attn.q_proj,0.01,687,687.0,0.0,PASS
seqkd,80,E_general,14,self_attn.q_proj,0.025,347,347.0,0.0,PASS
seqkd,80,E_general,14,self_attn.q_proj,0.05,153,153.0,0.0,PASS
seqkd,80,E_general,14,self_attn.q_proj,0.1,49,49.0,0.0,PASS
seqkd,80,E_general,14,self_attn.v_proj,0.01,864,864.0,0.0,PASS
seqkd,80,E_general,14,self_attn.v_proj,0.025,752,752.0,0.0,PASS
seqkd,80,E_general,14,self_attn.v_proj,0.05,632,632.0,0.0,PASS
seqkd,80,E_general,14,self_attn.v_proj,0.1,480,480.0,0.0,PASS
seqkd,80,E_math,14,mlp.down_proj,0.01,1157,1157.0,0.0,PASS
seqkd,80,E_math,14,mlp.down_proj,0.025,906,906.0,0.0,PASS
seqkd,80,E_math,14,mlp.down_proj,0.05,696,696.0,0.0,PASS
seqkd,80,E_math,14,mlp.down_proj,0.1,478,478.0,0.0,PASS
seqkd,80,E_math,14,mlp.gate_proj,0.01,581,581.0,0.0,PASS
seqkd,80,E_math,14,mlp.gate_proj,0.025,316,316.0,0.0,PASS
seqkd,80,E_math,14,mlp.gate_proj,0.05,154,154.0,0.0,PASS
seqkd,80,E_math,14,mlp.gate_proj,0.1,46,46.0,0.0,PASS
seqkd,80,E_math,14,mlp.up_proj,0.01,1018,1018.0,0.0,PASS
seqkd,80,E_math,14,mlp.up_proj,0.025,747,747.0,0.0,PASS
seqkd,80,E_math,14,mlp.up_proj,0.05,531,531.0,0.0,PASS
seqkd,80,E_math,14,mlp.up_proj,0.1,323,323.0,0.0,PASS
seqkd,80,E_math,14,self_attn.k_proj,0.01,260,260.0,0.0,PASS
seqkd,80,E_math,14,self_attn.k_proj,0.025,148,148.0,0.0,PASS
seqkd,80,E_math,14,self_attn.k_proj,0.05,83,83.0,0.0,PASS
seqkd,80,E_math,14,self_attn.k_proj,0.1,38,38.0,0.0,PASS
seqkd,80,E_math,14,self_attn.o_proj,0.01,838,838.0,0.0,PASS
seqkd,80,E_math,14,self_attn.o_proj,0.025,617,617.0,0.0,PASS
